riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-e98f5c8b,SUP-8ba479a8,Country Risk,15.0,Country Risk for supplier SUP-8ba479a8 is 15.,Conduct regular assessments of the local regulatory environment to ensure compliance and adaptability.,Active
RISK-3dd09b39,SUP-8ba479a8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8ba479a8 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-508dbc4c,SUP-8ba479a8,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-8ba479a8 is 10.,Develop a contingency plan.,Active
RISK-f84f1747,SUP-8ba479a8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8ba479a8 is 0.,Review and optimize supplier contracts to reduce concentration risks and ensure diversified sourcing strategies.,Active
RISK-7210afab,SUP-ba631f31,Country Risk,15.0,Country Risk for supplier SUP-ba631f31 is 15.,Develop a contingency plan.,Active
RISK-3c742b66,SUP-ba631f31,Single Sourcing Risk,25.0,Single Sourcing Risk for supplier SUP-ba631f31 is 25.0.,Diversify suppliers to reduce dependency on the current provider.,Active
RISK-985c2f1d,SUP-ba631f31,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-ba631f31 is 0.,Implement regular financial health assessments and diversify supply chain to reduce exposure.,Active
RISK-44464d8b,SUP-ba631f31,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ba631f31 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-09f3e423,SUP-ef4f46f6,Country Risk,0.0,Country Risk for supplier SUP-ef4f46f6 is 0.,Maintain regular dialogue with local authorities to ensure compliance with all regulatory requirements and mitigate potential legal risks.,Active
RISK-ad429767,SUP-ef4f46f6,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ef4f46f6 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-19bc5ae9,SUP-ef4f46f6,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-ef4f46f6 is 0.,Conduct quarterly financial health assessments to identify potential risks early and ensure timely corrective actions.,Active
RISK-b54e1ccc,SUP-ef4f46f6,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ef4f46f6 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-7733b8b3,SUP-931feccb,Country Risk,15.0,Country Risk for supplier SUP-931feccb is 15.,Conduct thorough due diligence on the country's regulatory environment to identify and address potential risks before entering into business agreements.,Active
RISK-c8ba95af,SUP-931feccb,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-931feccb is 0.,Develop a contingency plan.,Active
RISK-9e37f016,SUP-931feccb,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-931feccb is 25.,Develop a contingency plan.,Active
RISK-2b264938,SUP-931feccb,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-931feccb is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-ff1ae546,SUP-e0898ba1,Country Risk,15.0,Country Risk for supplier SUP-e0898ba1 is 15.,Diversify suppliers across at least three different countries to reduce dependency on high-risk regions.,Active
RISK-0864773f,SUP-e0898ba1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e0898ba1 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-cf6ad91a,SUP-e0898ba1,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-e0898ba1 is 0.,Enhance financial health monitoring through regular audits and credit assessments to ensure supplier stability.,Active
RISK-4b37d665,SUP-e0898ba1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e0898ba1 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-a9d29697,SUP-4c1f08d1,Country Risk,0.0,Country Risk for supplier SUP-4c1f08d1 is 0.,Monitor local political stability and regulatory changes to adapt business operations accordingly.,Active
RISK-b3a009bc,SUP-4c1f08d1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4c1f08d1 is 0.,Develop a contingency plan.,Active
RISK-dbc48357,SUP-4c1f08d1,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-4c1f08d1 is 10.,Conduct regular credit checks and diversify the supplier base to reduce financial health risks.,Active
RISK-395cab5f,SUP-4c1f08d1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4c1f08d1 is 0.,Diversify suppliers across geographic regions to reduce concentration risk.,Active
RISK-eab96d34,SUP-09551065,Country Risk,15.0,Country Risk for supplier SUP-09551065 is 15.,"Conduct thorough due diligence on the supplier's operations in the high-risk country, including legal assessments, local partnerships, and robust monitoring systems to ensure compliance and minimize exposure.",Active
RISK-975bdbc2,SUP-09551065,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-09551065 is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-9e7d29a6,SUP-09551065,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-09551065 is 10.,Conduct quarterly financial health assessments and diversify supplier base to reduce reliance on any single entity.,Active
RISK-b27f2624,SUP-09551065,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-09551065 is 0.,Implement diversified procurement strategy across multiple vendors to reduce spend concentration risk.,Active
RISK-a04b091f,SUP-11db6a05,Country Risk,15.0,Country Risk for supplier SUP-11db6a05 is 15.,Conduct thorough due diligence on the supplier's business operations in the country and implement regular audits to ensure compliance with international standards.,Active
RISK-ccd0b375,SUP-11db6a05,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-11db6a05 is 0.,Diversify supply chain by sourcing materials from multiple suppliers to reduce reliance on any single source.,Active
RISK-eef9ad12,SUP-11db6a05,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-11db6a05 is 10.,Develop a contingency plan.,Active
RISK-a91162f2,SUP-11db6a05,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-11db6a05 is 0.,Implement real-time spend monitoring and automated alerts to promptly identify concentration risks below the threshold level.,Active
RISK-eab63ddc,SUP-405444bd,Country Risk,15.0,Country Risk for supplier SUP-405444bd is 15.,Conduct thorough due diligence on suppliers in high-risk countries to ensure compliance with international standards and regulations.,Active
RISK-da7d8115,SUP-405444bd,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-405444bd is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-7cb2acf0,SUP-405444bd,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-405444bd is 10.,Develop a contingency plan.,Active
RISK-e42737c6,SUP-405444bd,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-405444bd is 0.,Diversify suppliers to reduce concentration risks by sourcing from multiple providers.,Active
RISK-2ab40e8f,SUP-da7521c5,Country Risk,0.0,Country Risk for supplier SUP-da7521c5 is 0.,Conduct regular assessments to ensure compliance with local regulations and mitigate potential country risks.,Active
RISK-6d5d7344,SUP-da7521c5,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-da7521c5 is 0.,Diversify supply base to reduce dependency on single suppliers.,Active
RISK-a28e661b,SUP-da7521c5,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-da7521c5 is 10.,Conduct quarterly financial health assessments and enforce strict payment terms to reduce the impact of potential supplier insolvency.,Active
RISK-9c4dfd34,SUP-da7521c5,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-da7521c5 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-7b84551a,SUP-8a852a91,Country Risk,15.0,Country Risk for supplier SUP-8a852a91 is 15.,Conduct thorough due diligence and implement regular audits to assess the supplier's exposure to country risks and develop contingency strategies.,Active
RISK-017208e2,SUP-8a852a91,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8a852a91 is 0.,Develop a contingency plan.,Active
RISK-5580555d,SUP-8a852a91,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-8a852a91 is 10.,Conduct quarterly financial health assessments and maintain diversified supply chain to ensure liquidity.,Active
RISK-06a8ea54,SUP-8a852a91,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8a852a91 is 0.,Diversify suppliers across geographies to reduce spend concentration risk.,Active
RISK-c1bd2220,SUP-29578a91,Country Risk,0.0,Country Risk for supplier SUP-29578a91 is 0.,Conduct regular assessments to identify and mitigate potential risks in the country's regulatory environment.,Active
RISK-6e5e7b69,SUP-29578a91,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-29578a91 is 0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-6e95e290,SUP-29578a91,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-29578a91 is 10.,Conduct quarterly financial health assessments and diversify supply base to mitigate financial health risks.,Active
RISK-739d9a38,SUP-29578a91,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-29578a91 is 0.,Implement strict spend concentration limits across suppliers to ensure financial stability and reduce exposure.,Active
RISK-61096704,SUP-f197b712,Country Risk,15.0,Country Risk for supplier SUP-f197b712 is 15.,Conduct thorough due diligence on suppliers in high-risk countries to ensure compliance with international standards.,Active
RISK-60e25e63,SUP-f197b712,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f197b712 is 0.,Diversify suppliers to reduce reliance on single sources.,Active
RISK-d7aed6ca,SUP-f197b712,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-f197b712 is 0.,Conduct quarterly financial health assessments and diversify suppliers to reduce exposure.,Active
RISK-1684eac8,SUP-f197b712,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f197b712 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-5764879c,SUP-cc02327d,Country Risk,15.0,Country Risk for supplier SUP-cc02327d is 15.,Conduct regular assessments to evaluate the impact of political instability on supply chain operations.,Active
RISK-20de02dd,SUP-cc02327d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cc02327d is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-92ba4f84,SUP-cc02327d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-cc02327d is 0.,Enhance financial health checks by implementing stricter credit assessments and regular audits to identify potential risks.,Active
RISK-47a3b18f,SUP-cc02327d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cc02327d is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-be7ea449,SUP-b75de76a,Country Risk,15.0,Country Risk for supplier SUP-b75de76a is 15.,"Conduct thorough due diligence on suppliers in high-risk countries by assessing local laws, economic stability, and political climate before engaging.",Active
RISK-3a5dd6a0,SUP-b75de76a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b75de76a is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-3fa67477,SUP-b75de76a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b75de76a is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains stable cash flow and credit ratings.,Active
RISK-315ab7b1,SUP-b75de76a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b75de76a is 0.,Monitor vendor payment concentrations regularly to ensure they remain below established thresholds.,Active
RISK-64c4e485,SUP-07e79367,Country Risk,15.0,Country Risk for supplier SUP-07e79367 is 15.,Enhance local compliance monitoring and implement additional due diligence checks on suppliers operating in countries with high risks scores.,Active
RISK-f02a5240,SUP-07e79367,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-07e79367 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-a67071bd,SUP-07e79367,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-07e79367 is 10.,Enhance financial health assessments by requiring quarterly audits from independent third parties and implementing stricter payment terms to ensure suppliers maintain stable cash flow.,Active
RISK-baaa6efa,SUP-07e79367,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-07e79367 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-ad870467,SUP-92b17376,Country Risk,0.0,Country Risk for supplier SUP-92b17376 is 0.,Maintain regular reviews of local regulations to ensure compliance with evolving legal requirements.,Active
RISK-c69fda36,SUP-92b17376,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-92b17376 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-3c33c579,SUP-92b17376,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-92b17376 is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains strong liquidity and solvency.,Active
RISK-ea672d18,SUP-92b17376,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-92b17376 is 0.,Review and adjust spend concentration across suppliers to ensure balanced distribution and reduce potential impact from any single supplier.,Active
RISK-2974e051,SUP-ed48545a,Country Risk,15.0,Country Risk for supplier SUP-ed48545a is 15.,Conduct regular country risk assessments and diversify supply chain to reduce exposure.,Active
RISK-f34a19aa,SUP-ed48545a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ed48545a is 0.,Diversify supplier base to reduce dependency on any single supplier.,Active
RISK-796f56fc,SUP-ed48545a,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-ed48545a is 25.,Conduct quarterly financial health assessments and diversify vendor relationships to reduce dependence on any single supplier.,Active
RISK-39862e5f,SUP-ed48545a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ed48545a is 0.,Diversify suppliers to reduce concentration risk and implement regular audits to ensure compliance.,Active
RISK-d9f68662,SUP-5ec76127,Country Risk,15.0,Country Risk for supplier SUP-5ec76127 is 15.,Conduct regular geopolitical assessments to enhance operational resilience in high-risk countries.,Active
RISK-df889d61,SUP-5ec76127,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5ec76127 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-a89ac323,SUP-5ec76127,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5ec76127 is 0.,Conduct quarterly financial health assessments to identify and address any deteriorating conditions early.,Active
